npi,specialty_code
1235398942,30
1235399379,16
1235399379,16
1235400037,41
1235403932,6
1235403932,33
1235404617,1
1235405036,1
1235405218,13
1235405226,5
1235405317,68
1235405317,78
1235405655,41
1235405994,13
1235407719,29
1235407719,41
1235407891,1
1235409673,41
1235409673,68
1235411844,1
1235417346,5
1235417411,41
1235419342,40
1235420241,4
1235420241,24
1235420399,1
1235421504,1
1235421710,22
1235421801,5
1235422155,40
1235422197,10
1235422197,40
1235422353,7
1235422486,40
1235422486,41
1235422676,5
1235422882,66
1235423682,41
1235423914,5
1235424086,13
1235424284,30
1235424706,89
1235424771,1
1235424771,3
1235424813,35
1235424813,40
1235425273,6
1235425273,41
1235425547,1
1235426222,41
1235426636,5
1235427055,1
1235427055,38
1235427568,41
1235428038,41
1235429275,5
1235429416,41
1235429572,1
1235429861,16
1235431172,40
1235432402,2
1235432527,10
1235433228,20
1235433285,66
1235434143,8
1235435074,41
1235436023,40
1235436759,30
1235436924,41
1235437575,40
1235438482,20
1235438821,5
1235438946,41
1235439381,8
1235439548,40
1235440330,8
1235441627,30
1235442112,5
1235442260,30
1235443789,30
1235444068,1
1235445859,41
1235447491,41
1235447491,41
1235447491,41
1235447491,41
1235450131,2
1235450305,68
1235450305,78
1235450594,8
1235450594,41
1235450776,22
1235450834,8
1235450958,4
1235451402,40
1235452533,41
1235452624,36
1235453069,5
1235453663,8
1235454182,7
1235454919,30
1235455122,2
1235455197,18
1235455262,30
1235455270,2
1235455882,10
1235455882,41
1235456195,8
1235456377,41
1235456476,14
1235456559,41
1235456856,45
1235457334,2
1235457649,7
1235458092,41
1235458621,41
1235458837,66
1235459793,41
1235460510,38
1235461385,16
1235461666,30
1235462656,8
1235464967,1
1235464967,2
1235465774,1
1235465964,30
1235466343,22
1235467143,30
1235469172,36
1235470634,25
1235471061,40
1235471376,41
1235471384,8
1235471608,30
1235471665,1
1235471871,40
1235472077,5
1235472200,4
1235472648,5
1235472663,16
1235474016,5
1235474065,22
1235475518,30
1235480443,8
1235486135,1
1235486986,36
1235487752,1
1235488925,1
1235490194,30
1235490988,38
1235491580,16
1235491838,41
1235492489,40
1235492943,1
1235494089,13
1235494360,45
1235496001,30
1235496589,5
1235497249,30
1235497306,5
1235498361,10
1235498510,9
1235498510,15
1235498676,41
1235499161,40
1235499872,66
1235505611,66
1235507724,66
1235510710,41
1235510710,77
1235511478,1
1235513102,27
1235514191,1
1235516147,41
1235516477,41
1235517533,41
1235517608,16
1235517665,1
1235522319,18
1235523291,30
1235523515,22
1235523796,41
1235524083,66
1235524224,22
1235524596,83
1235525403,40
1235525544,36
1235525684,41
1235525684,45
1235526021,1
1235526237,5
1235526427,41
1235526617,41
1235531492,66
1235536186,30
1235537622,41
1235540360,5
1235540469,30
1235540964,41
1235542226,66
1235542531,41
1235542929,66
1235543943,66
1235544578,20
1235544834,8
1235544933,18
1235549429,1
1235549460,6
1235549692,7
1235556259,1
1235557075,41
1235557356,6
1235557471,40
1235557497,5
1235558198,41
1235558255,41
1235558313,1
1235558578,36
1235558875,38
1235559386,5
1235559436,77
1235559782,5
1235559972,41
1235561671,8
1235562158,8
1235563222,1
1235563222,70
1235565920,6
1235571019,41
1235572512,41
1235572934,13
1235572934,18
1235572983,1
1235573239,5
1235573379,10
1235573460,66
1235573650,1
1235574211,40
1235574211,83
1235574716,30
1235575127,66
1235575903,34
1235576612,8
1235576638,16
1235576653,5
1235577941,83
1235577982,1
1235579483,1
1235580192,20
1235583410,8
1235583493,8
1235583642,66
1235584863,8
1235585357,66
1235585639,66
1235587007,8
1235588898,40
1235590159,5
1235591686,8
1235591900,30
1235592023,41
1235592478,66
1235592627,5
1235592924,41
1235592932,40
1235593187,66
1235593245,41
1235593260,66
1235593823,66
1235595356,41
1235596107,40
1235598657,66
1235599275,5
1235605114,45
1235606823,41
1235606823,41
1235606823,41
1235620261,41
1235620261,41
1235629338,83
1235632084,41
1235634940,66
1235636051,5
1235650904,41
1235651860,14
1235660424,41
1235660721,41
1235660796,40
1235660887,41
1235660937,8
1235662487,8
1235662677,8
1235662792,66
1235668971,40
1235671389,7
1235675711,20
1235699729,34
1235798919,4
1245200336,66
1245200674,1
1245200674,66
1245201599,40
1245201680,30
1245201805,30
1245201912,16
1245202233,22
1245203074,41
1245203082,41
1245203116,8
1245203462,41
1245204049,13
1245204239,8
1245205137,20
1245205475,5
1245205491,36
1245205996,30
1245206457,6
1245206630,16
1245207026,1
1245207026,8
1245207026,15
1245207174,5
1245207489,3
1245208727,30
1245209782,22
1245210137,40
1245210368,5
1245210582,16
1245211135,25
1245211184,27
1245211507,20
1245211614,41
1245211762,5
1245211952,10
1245212505,1
1245212505,2
1245212588,1
1245212588,8
1245212695,16
1245212950,22
1245213438,1
1245213529,30
1245213727,66
1245213776,3
1245213859,14
1245214261,41
1245214576,40
1245214832,30
1245214907,2
1245214923,41
1245215391,10
1245215391,66
1245215557,40
1245215748,18
1245215839,41
1245215946,13
1245216811,5
1245217371,28
1245219617,41
1245219955,1
1245219955,2
1245220060,13
1245220342,34
1245221308,41
1245221548,66
1245222330,41
1245222470,40
1245222744,1
1245223932,41
1245223932,45
1245224708,30
1245224831,40
1245224849,8
1245224930,5
1245225440,8
1245226117,29
1245226117,41
1245226117,66
1245226232,40
1245226786,6
1245226786,41
1245226935,20
1245228766,5
1245229129,16
1245229129,66
1245230069,8
1245230333,29
1245230333,41
1245230333,66
1245231018,5
1245231174,41
1245231661,8
1245231968,29
1245232578,68
1245232578,78
1245232685,8
1245233147,1
1245233709,66
1245234178,18
1245234582,12
1245234780,8
1245234962,2
1245234962,33
1245235738,41
1245236025,16
1245236199,40
1245237015,30
1245237361,36
1245237379,33
1245237445,16
1245237692,78
1245237833,4
1245237833,24
1245237841,40
1245238591,13
1245238765,36
1245238922,1
1245238922,38
1245239367,68
1245239367,78
1245240076,66
1245240092,16
1245240209,40
1245240324,18
1245240662,8
1245240910,40
1245241355,5
1245241934,36
1245241991,66
1245242155,41
1245242197,67
1245242411,8
1245242411,40
1245242411,41
1245242783,41
1245242783,66
1245242791,41
1245243492,66
1245243567,40
1245243716,6
1245243815,8
1245243906,8
1245244029,1
1245244029,66
1245244755,6
1245244755,41
1245244771,29
1245245018,41
1245245950,22
1245246412,8
1245246941,36
1245247105,8
1245247931,16
1245248277,40
1245248681,41
1245248848,5
1245248848,8
1245249325,30
1245249424,41
1245249424,77
1245249481,66
1245249796,29
1245250133,20
1245250265,40
1245250265,67
1245250695,40
1245250695,41
1245250745,30
1245250851,16
1245250992,5
1245251107,29
1245251107,41
1245251768,5
1245251792,34
1245252071,8
1245253582,10
1245253772,40
1245253897,2
1245254135,5
1245254267,5
1245254499,41
1245254580,8
1245254614,5
1245255041,5
1245255207,40
1245255306,40
1245255371,13
1245255439,6
1245255587,41
1245255587,68
1245255587,78
1245255736,77
1245256007,66
1245256130,40
1245256544,41
1245256650,41
1245257948,1
1245257963,66
1245258136,8
1245258144,41
1245258185,66
1245258219,26
1245258219,36
1245258235,41
1245258433,1
1245258458,30
1245259050,24
1245259241,41
1245259589,41
1245259647,66
1245259845,77
1245260579,18
1245260686,16
1245260686,40
1245260702,1
1245260702,41
1245260702,77
1245261114,1
1245261171,8
1245261551,66
1245261783,42
1245261791,36
1245261825,8
1245262013,1
1245262104,41
1245262229,66
1245262716,6
1245262963,10
1245263060,18
1245263086,8
1245263417,5
1245263789,20
1245263953,40
1245264407,5
1245264548,5
1245264589,36
1245264639,24
1245264902,40
1245264910,7
1245265040,38
1245265362,41
1245265487,5
1245265495,41
1245265560,4
1245265966,66
1245266253,66
1245266618,41
1245266873,4
1245267087,18
1245267103,66
1245267152,41
1245267285,18
1245267541,38
1245268119,66
1245268549,20
1245269190,6
1245269802,6
1245269802,41
1245269943,22
1245269984,7
1245270099,66
1245270313,18
1245270495,5
1245270958,6
1245270966,1
1245271253,20
1245271634,30
1245271683,5
1245271782,14
1245272004,8
1245272129,16
1245272368,29
1245272368,40
1245272533,41
1245273119,77
1245273457,22
1245273457,90
1245273531,5
1245273770,18
1245273820,8
1245274125,8
1245274331,22
1245274976,40
1245274976,66
1245275270,66
1245275288,30
1245275668,1
1245275668,66
1245276450,30
1245276476,1
1245276476,22
1245276823,41
1245277664,40
1245277730,40
1245277730,77
1245277789,1
1245277789,8
1245277789,38
1245278027,66
1245278340,41
1245278498,2
1245278506,7
1245278928,40
1245279249,41
1245279512,66
1245280007,8
1245280460,20
1245280700,5
1245280841,16
1245280841,66
1245281419,20
1245281856,20
1245281997,30
1245282557,8
1245282862,5
1245283613,22
1245284348,5
1245284645,10
1245284645,41
1245284686,8
1245285147,40
1245285147,77
1245285311,20
1245285394,20
1245285659,40
1245285659,66
1245286889,66
1245287622,5
1245287663,36
1245287846,8
1245287846,30
1245288034,8
1245288059,10
1245288240,77
1245288273,5
1245288547,18
1245289040,16
1245289040,40
1245289164,40
1245289289,1
1245289339,41
1245289339,66
1245289388,41
1245289388,66
1245289503,8
1245289545,6
1245289594,7
1245289834,66
1245289925,30
1245290360,5
1245291624,1
1245291624,2
1245291723,22
1245292085,8
1245292200,5
1245292770,30
1245293232,40
1245293729,41
1245293729,68
1245293760,1
1245295088,7
1245295088,22
1245295088,90
1245295104,5
1245295450,5
1245295666,36
1245295781,20
1245296052,16
1245296177,5
1245296250,66
1245296805,30
1245297084,36
1245297886,29
1245298264,14
1245298769,41
1245298884,40
1245299379,7
1245300227,16
1245300268,16
1245300771,1
1245300862,8
1245301001,40
1245301084,2
1245301142,8
1245301159,45
1245301167,8
1245301209,41
1245301217,2
1245301225,8
1245301274,40
1245301282,1
1245301282,22
1245301407,40
1245301548,1
1245301548,5
1245302066,10
1245302066,40
1245302074,40
1245302082,16
1245302090,8
1245302314,6
1245302561,68
1245302645,5
1245302660,10
1245302991,30
1245303106,41
1245303122,41
1245303353,41
1245303734,22
1245304542,1
1245304559,30
1245304567,41
1245304849,30
1245304856,1
1245305168,66
1245306745,41
1245306745,83
1245306794,8
1245306836,41
1245307057,1
1245307057,41
1245307065,18
1245307107,40
1245307115,40
1245307123,1
1245307123,41
1245307156,40
1245307156,41
1245307164,8
1245307255,41
1245307263,25
1245307461,20
1245308238,41
1245308931,10
1245309772,40
1245309806,8
1245310200,2
1245310457,66
1245310473,5
1245310499,18
1245310580,40
1245311216,8
1245311554,13
1245312107,41
1245312123,25
1245312958,8
1245313287,1
1245313683,1
1245313683,41
1245313774,18
1245313964,16
1245314210,41
1245314228,66
1245314236,30
1245314624,40
1245315290,40
1245315290,41
1245315902,41
1245315910,41
1245316314,36
1245316645,8
1245316751,16
1245316769,41
1245317171,18
1245317189,40
1245317197,20
1245317692,8
1245317692,79
1245318013,36
1245318021,20
1245318039,41
1245318047,20
1245318054,5
1245318062,36
1245318070,41
1245318088,41
1245318088,67
1245318096,41
1245318138,8
1245318146,1
1245318153,41
1245318302,6
1245318310,1
1245318328,18
1245318336,40
1245318344,41
1245318807,16
1245318815,40
1245318823,66
1245318831,6
1245318849,7
1245318872,6
1245318880,1
1245318898,36
1245318906,1
1245318914,34
1245318922,10
1245318930,22
1245318955,13
1245318971,41
1245318989,20
1245318997,2
1245319383,41
1245319383,66
1245319631,1
1245319631,40
1245319805,16
1245319987,16
1245320001,2
1245320027,7
1245320563,10
1245320563,41
1245320704,1
1245320704,30
1245320795,2
1245321165,8
1245321595,2
1245321595,40
1245321595,68
1245321959,40
1245322189,30
1245322189,42
1245322205,1
1245322213,41
1245322353,45
1245322551,40
1245322908,16
1245323757,41
1245324201,6
1245325349,41
1245325596,2
1245325943,40
1245326263,2
1245326602,18
1245326800,40
1245326826,47
1245326982,8
1245326982,40
1245327808,41
1245328004,41
1245328053,26
1245328053,36
1245328228,41
1245328327,8
1245328483,40
1245328509,41
1245328509,77
1245328889,16
1245328988,1
1245329200,40
1245330125,41
1245330331,66
1245330828,16
1245331230,30
1245331297,2
1245331537,8
1245331883,66
1245332139,8
1245332154,13
1245332154,14
1245332220,41
1245332923,41
1245333061,20
1245333061,40
1245333251,40
1245333442,8
1245334309,2
1245334606,18
1245334770,30
1245335405,6
1245335405,41
1245336270,29
1245336270,41
1245336585,16
1245336791,5
1245337278,8
1245337302,30
1245337344,8
1245337401,47
1245337534,10
1245337534,41
1245337609,66
1245338052,16
1245338052,66
1245338409,66
1245338490,41
1245338540,29
1245338623,2
1245338649,41
1245339340,29
1245339340,41
1245339761,24
1245339787,40
1245339928,41
1245340439,13
1245340454,5
1245340470,8
1245340504,77
1245340991,41
1245341445,8
1245341601,20
1245341817,1
1245341817,40
1245341882,7
1245342476,20
1245342492,8
1245342708,6
1245342864,8
1245343128,66
1245343458,20
1245344126,8
1245344514,16
1245344514,66
1245345214,66
1245345321,13
1245345636,20
1245345693,66
1245345693,77
1245345701,20
1245345941,24
1245346626,66
1245346956,41
1245347020,41
1245347020,66
1245347467,30
1245347467,42
1245347608,41
1245347723,8
1245348341,5
1245348655,41
1245348861,22
1245348861,42
1245348994,1
1245349851,10
1245349851,41
1245351014,6
1245351014,41
1245353697,5
1245353952,6
1245353952,41
1245354729,6
1245355163,34
1245355759,66
1245356088,30
1245356724,40
1245356757,36
1245356807,35
1245356807,40
1245356898,40
1245356948,1
1245358324,6
1245358324,41
1245359892,40
1245360320,34
1245360478,40
1245361245,41
1245361393,35
1245363969,1
1245364801,8
1245365444,1
1245366061,40
1245366558,41
1245366632,5
1245366848,40
1245366855,6
1245366855,40
1245367507,36
1245367945,8
1245368109,41
1245368265,6
1245370105,6
1245370105,41
1245370147,40
1245370147,66
1245371814,3
1245371814,40
1245372135,8
1245372366,1
1245372366,6
1245376060,30
1245377415,40
1245377415,67
1245378173,16
1245378447,41
1245379270,40
1245379510,16
1245380054,1
1245380062,1
1245380617,40
1245380880,41
1245381706,8
1245381839,36
1245382050,24
1245382472,40
1245383413,41
1245383488,40
1245384155,16
1245384791,38
1245386358,40
1245387067,67
1245387166,40
1245387752,41
1245388024,8
1245388040,34
1245388065,8
1245388073,1
1245388107,8
1245388115,2
1245388123,40
1245388149,8
1245388198,7
1245388214,8
1245388222,41
1245388222,45
1245388263,41
1245388271,66
1245388289,78
1245388412,6
1245388412,41
1245388537,41
1245389113,42
1245389154,30
1245389659,8
1245389881,16
1245390228,4
1245391242,78
1245391820,5
1245391820,7
1245392646,9
1245393586,4
1245393651,36
1245393982,5
1245394360,41
1245394360,83
1245395060,17
1245395474,13
1245396803,14
1245398379,16
1245398379,40
1245399641,34
1245399740,6
1245399807,40
1245399815,1
1245399823,5
1245399831,41
1245399849,41
1245399856,1
1245399864,66
1245399872,16
1245399906,41
1245399906,45
1245400019,66
1245400167,14
1245400720,2
1245401033,1
1245401033,8
1245401298,8
1245402072,41
1245402338,4
1245402999,5
1245405422,5
1245406024,41
1245406628,77
1245407105,41
1245408731,41
1245408848,5
1245409598,16
1245410588,41
1245410950,36
1245411180,20
1245412493,41
1245413103,4
1245414614,18
1245414846,41
1245414960,18
1245415280,25
1245416122,41
1245417526,16
1245418201,16
1245418433,41
1245419571,66
1245420405,16
1245420447,30
1245421015,41
1245421254,40
1245421353,41
1245421445,41
1245422435,5
1245422559,41
1245422658,7
1245422955,41
1245423011,40
1245423342,40
1245426295,66
1245427871,30
1245427962,41
1245428663,24
1245429422,20
1245429430,16
1245429430,40
1245429653,18
1245429778,5
1245429968,41
1245430032,41
1245430354,40
1245430396,40
1245430396,41
1245430677,36
1245430826,8
1245431121,1
1245431121,66
1245431758,16
1245431758,40
1245431980,41
1245431980,77
1245432145,10
1245432632,16
1245432897,41
1245433465,16
1245434042,16
1245434083,30
1245434083,78
1245434190,5
1245434547,36
1245435536,20
1245435767,5
1245435791,2
1245436328,40
1245436542,20
1245436591,36
1245437250,42
1245437433,40
1245437581,24
1245437623,30
1245439306,16
1245440825,10
1245441054,84
1245441880,8
1245441997,6
1245442193,29
1245442193,41
1245442714,30
1245442821,38
1245442839,66
1245443175,41
1245443258,30
1245443605,34
1245443654,8
1245443654,66
1245443688,66
1245443803,5
1245444983,10
1245445360,5
1245446228,22
1245446244,20
1245447580,5
1245448752,6
1245449701,4
1245449701,24
1245452796,7
1245452804,18
1245454776,66
1245454826,20
1245456672,41
1245456896,34
1245457142,20
1245457282,8
1245457506,5
1245457712,16
1245458520,40
1245458595,40
1245458959,8
1245459833,41
1245459973,41
1245459973,45
1245460575,68
1245460575,78
1245461722,41
1245462845,7
1245463934,30
1245464098,4
1245464882,41
1245464981,36
1245466929,41
1245466929,77
1245467273,41
1245467463,2
1245467687,18
1245468479,5
1245468552,7
1245469246,41
1245469923,41
1245470202,8
1245470749,41
1245471051,5
1245471275,17
1245472505,41
1245473131,1
1245473131,13
1245473651,41
1245473719,41
1245473941,7
1245474378,45
1245475219,66
1245475334,29
1245475474,41
1245475474,68
1245475474,78
1245475599,41
1245475961,2
1245477280,25
1245477652,16
1245478650,41
1245478791,66
1245478882,68
1245478882,78
1245479054,30
1245481381,68
1245481381,78
1245482322,4
1245482835,22
1245483700,41
1245486430,41
1245486984,5
1245487438,40
1245487941,13
1245487982,1
1245488592,1
1245489046,25
1245490143,2
1245490325,40
1245491182,20
1245491208,30
1245491349,30
1245491869,5
1245491943,5
1245492016,5
1245492149,41
1245492420,5
1245492677,18
1245492925,16
1245493147,20
1245493428,6
1245493808,66
1245493881,20
1245494301,66
1245494475,41
1245494822,4
1245495274,40
1245496678,13
1245497072,1
1245497155,24
1245498278,20
1245498716,1
1245499656,8
1245499896,85
1245500396,34
1245500958,1
1245501899,6
1245502400,41
1245502954,2
1245503135,20
1245506245,20
1245506872,41
1245506906,41
1245506989,22
1245508159,41
1245509256,1
1245509926,2
1245510981,13
1245511476,1
1245515923,8
1245516145,8
1245518414,41
1245518414,45
1245518422,41
1245520006,5
1245520493,40
1245520600,22
1245520790,41
1245521475,41
1245522440,1
1245522739,10
1245522739,41
1245522796,20
1245523299,30
1245524479,89
1245524867,41
1245525005,1
1245525120,2
1245525724,2
1245526144,66
1245526169,29
1245526169,41
1245526391,41
1245526607,14
1245527308,41
1245527860,18
1245529056,13
1245529452,66
1245529775,20
1245529841,5
1245529940,41
1245530419,30
1245531524,66
1245531607,1
1245531649,41
1245532159,7
1245534528,40
1245536234,16
1245536895,40
1245537687,2
1245537687,40
1245539048,2
1245539774,16
1245539964,40
1245541119,30
1245541242,8
1245541291,6
1245541564,5
1245541580,41
1245542125,40
1245542224,1
1245543214,41
1245545326,41
1245546035,41
1245546639,66
1245547249,1
1245547314,66
1245548932,1
1245548932,16
1245549443,8
1245550045,66
1245550847,25
1245550888,5
1245551001,66
1245551175,66
1245551191,25
1245551621,30
1245551647,41
1245551811,30
1245553932,8
1245556315,41
1245556356,40
1245556356,66
1245556364,66
1245556653,18
1245556844,5
1245557545,8
1245557636,1
1245557636,5
1245557875,36
1245558709,20
1245558725,1
1245558725,2
1245558980,40
1245559582,5
1245559731,41
1245559772,41
1245562594,41
1245563030,41
1245564079,45
1245566264,66
1245567395,5
1245568385,13
1245569367,41
1245569623,90
1245572122,16
1245572965,66
1245573039,24
1245573187,41
1245573393,40
1245573419,21
1245573708,41
1245573898,66
1245576966,6
1245576966,41
1245577279,1
1245578988,41
1245590124,16
1245590165,66
1245590447,41
1245591387,10
1245591783,7
1245592682,41
1245593425,4
1245593458,41
1245593839,41
1245594498,2
1245594761,40
1245595016,16
1245595404,1
1245596188,7
1245596329,36
1245596402,20
1245596477,41
1245596618,40
1245597186,10
1245597186,40
1245597566,16
1245597962,2
1245597962,77
1245598200,8
1245598937,16
1245599000,7
1245599489,66
1245599588,40
1245599687,40
1245599729,36
1245599778,1
1245599836,40
1245600287,40
1245606318,8
1245606540,8
1245610088,16
1245610344,66
1245611532,38
1245612787,40
1245615350,25
1245618115,16
1245620293,8
1245620731,41
1245624097,40
1245624170,5
1245624436,30
1245625060,40
1245625219,1
1245625276,8
1245625888,16
1245626217,41
1245626423,5
1245626613,1
1245626639,27
1245626712,41
1245626712,67
1245626746,41
1245627942,40
1245630342,40
1245630797,10
1245630797,40
1245640143,41
1245640978,66
1245640986,66
1245641521,40
1245641539,41
1245641869,41
1245641935,36
1245642016,2
1245642917,10
1245642990,40
1245643253,66
1245643311,41
1245644061,45
1245646736,20
1245647429,40
1245648799,66
1245649474,8
1245650043,40
1245650514,30
1245650563,68
1245650696,41
1245650860,18
1245650951,2
1245650985,18
1245656339,16
1245657311,41
1245657923,66
1245658210,5
1245658301,40
1245658350,66
1245658525,66
1245658590,36
1245658624,66
1245658772,20
1245659457,40
1245659523,34
1245659598,41
1245659721,5
1245662055,83
1245663228,7
1245664515,5
1245668607,16
1245670009,1
1245670504,14
1245671833,10
1245672815,66
1245673284,41
1245673326,30
1245673334,34
1245673839,40
1245673896,2
1245674001,29
1245674068,5
1245674241,41
1245674274,13
1245674316,1
1245674480,34
1245674506,30
1245675461,5
1245675552,41
1245677624,36
1245678937,1
1245679554,1
1245681543,1
1245684802,41
1245684935,40
1245685288,66
1245685353,41
1245686419,8
1245686559,5
1245688027,8
1245688415,66
1245692250,41
1245692557,41
1245692946,66
1245693225,41
1245693639,41
1245694017,8
1245694736,40
1245694892,66
1245714351,1
1245724079,8
1245728518,20
1245752500,41
1245756402,8
1245760578,8
1245761493,40
1245762095,40
1245762152,66
1245762970,41
1245764539,8
1245764661,66
1245766351,41
1245766989,8
1245767037,8
1245767664,8
1245776434,2
1245780782,40
1245870278,5
1245888775,25
1255300802,1
1255300943,40
1255301040,2
1255301370,8
1255301537,20
1255301602,66
1255301842,20
1255302089,40
1255302097,30
1255302139,30
1255302238,1
1255302238,40
1255302287,18
1255302485,66
1255302956,1
1255302972,16
1255303277,1
1255303277,40
1255303327,41
1255303541,41
1255303905,41
1255303913,22
1255304044,16
1255304432,16
1255304622,3
1255304630,41
1255304929,16
1255305447,10
1255305678,8
1255305678,41
1255306098,7
1255306395,40
1255307021,36
1255307484,8
1255308086,68
1255308086,78
1255309258,41
1255309555,13
1255309696,7
1255310041,29
1255310140,41
1255311676,41
1255311676,83
1255312005,6
1255312005,41
1255312237,66
1255312294,40
1255312476,20
1255312880,30
1255312880,78
1255313060,41
1255313250,16
1255313318,30
1255313417,30
1255313565,1
1255313565,41
1255314126,41
1255314399,41
1255314514,41
1255314977,41
1255314977,78
1255315206,41
1255315222,20
1255315669,4
1255315677,13
1255315917,18
1255316170,47
1255316345,41
1255316873,30
1255316931,40
1255317483,84
1255317715,5
1255317715,8
1255317947,8
1255317947,66
1255318036,2
1255318036,30
1255318424,41
1255319406,41
1255319802,38
1255319802,41
1255319893,25
1255320438,8
1255321014,30
1255321204,1
1255321204,8
1255321568,16
1255321568,78
1255322202,40
1255322558,66
1255322640,20
1255323945,8
1255323945,16
1255324885,33
1255325312,16
1255325312,40
1255325486,16
1255325577,8
1255325734,5
1255325908,2
1255326351,66
1255326476,18
1255326559,8
1255326559,40
1255326872,16
1255327813,29
1255328670,40
1255329520,5
1255329637,30
1255329637,78
1255330809,41
1255330833,30
1255331203,66
1255331294,41
1255331385,36
1255332094,1
1255332185,30
1255332227,2
1255332318,20
1255332334,18
1255332797,20
1255332953,41
1255332979,16
1255333035,8
1255333035,16
1255333480,30
1255334769,41
1255335659,40
1255335956,1
1255336343,41
1255336343,45
1255336665,8
1255336756,24
1255337028,41
1255337622,1
1255337622,8
1255337622,66
1255337713,1
1255337960,30
1255338406,41
1255338562,2
1255338695,30
1255339099,20
1255339826,66
1255340311,7
1255340394,5
1255340477,10
1255340535,41
1255340535,66
1255340568,8
1255341962,78
1255342085,41
1255342267,4
1255342275,5
1255342903,2
1255342929,8
1255342929,41
1255342945,1
1255342945,66
1255343208,41
1255343760,5
1255344081,18
1255344586,5
1255344982,1
1255344982,41
1255345112,41
1255345203,16
1255345401,30
1255345567,1
1255345757,20
1255345757,30
1255345922,36
1255346623,41
1255346763,16
1255346797,41
1255347035,5
1255347753,66
1255348496,5
1255348660,8
1255348660,18
1255348744,16
1255349023,40
1255349379,5
1255350138,16
1255350237,1
1255350336,5
1255350534,20
1255350567,36
1255350591,30
1255350658,14
1255350922,40
1255350922,66
1255350930,8
1255350971,1
1255351151,1
1255351219,1
1255351631,8
1255351698,5
1255351748,8
1255351755,18
1255351854,29
1255351854,66
1255352001,66
1255352431,41
1255352654,5
1255352704,5
1255352803,6
1255352803,41
1255352852,16
1255352944,40
1255353496,1
1255353629,3
1255353629,41
1255353835,66
1255353900,30
1255354171,1
1255354908,40
1255355053,30
1255355053,32
1255355186,66
1255355251,5
1255355483,41
1255356572,36
1255356671,13
1255356960,5
1255357158,40
1255357620,16
1255357968,41
1255357968,83
1255358081,41
1255358156,13
1255358750,41
1255358750,67
1255358974,66
1255359121,41
1255359212,36
1255359436,4
1255359667,40
1255359840,8
1255359964,20
1255360178,23
1255360178,66
1255360236,40
1255360780,40
1255360863,2
1255361770,8
1255361838,5
1255362026,5
1255362406,20
1255362422,41
1255362448,41
1255362489,66
1255362539,45
1255362679,30
1255362893,36
1255362919,20
1255363628,8
1255363677,30
1255363727,41
1255364055,41
1255364378,30
1255365003,40
1255365615,41
1255365615,66
1255365615,67
1255365722,1
1255365813,6
1255365813,41
1255365813,66
1255366050,16
1255366142,67
1255366514,6
1255366514,41
1255366928,41
1255366936,14
1255366936,34
1255368056,41
1255368189,66
1255368288,13
1255368338,66
1255368353,30
1255368726,6
1255368809,1
1255368809,8
1255368874,41
1255369062,36
1255369229,1
1255369229,8
1255369450,1
1255369450,5
1255369542,5
1255369757,66
1255370334,30
1255370797,66
1255371423,66
1255371480,5
1255371563,1
1255371563,8
1255371563,16
1255371662,34
1255372181,41
1255372223,66
1255372470,5
1255372595,5
1255372769,41
1255372769,66
1255372942,1
1255373247,13
1255373247,79
1255373528,14
1255373874,40
1255373924,66
1255373965,40
1255374005,66
1255374187,66
1255374252,83
1255374443,2
1255374443,6
1255374443,66
1255374583,66
1255374708,16
1255374732,66
1255375341,5
1255375697,41
1255375705,1
1255375879,30
1255376414,29
1255376414,41
1255376463,16
1255376810,5
1255376935,13
1255376968,2
1255377156,66
1255377255,16
1255377370,2
1255377495,5
1255377511,6
1255377602,20
1255378022,7
1255378147,66
1255378840,1
1255379301,41
1255379558,30
1255379582,8
1255379624,5
1255379681,2
1255379764,41
1255380978,5
1255380986,6
1255381125,18
1255381190,13
1255381190,41
1255382065,13
1255383451,30
1255383634,30
1255383683,8
1255383873,41
1255384095,30
1255384343,41
1255384525,1
1255384640,66
1255384814,66
1255384905,22
1255385597,8
1255385886,36
1255385985,40
1255386256,66
1255386330,8
1255387320,66
1255387338,41
1255387338,45
1255387486,15
1255387486,16
1255387668,40
1255387932,17
1255388054,78
1255388385,1
1255388476,5
1255388476,16
1255388559,40
1255388559,40
1255388666,2
1255389300,68
1255389417,83
1255389474,41
1255389672,41
1255390050,41
1255390464,34
1255390464,78
1255390878,41
1255391181,41
1255391512,41
1255391710,34
1255392817,3
1255393492,20
1255393682,40
1255394227,30
1255394516,5
1255394789,41
1255394938,2
1255395331,36
1255395398,1
1255395398,30
1255395760,30
1255396032,41
1255396271,8
1255396594,41
1255397063,8
1255397352,9
1255397352,15
1255398277,5
1255398566,3
1255398772,30
1255399143,41
1255399341,10
1255399515,40
1255399523,8
1255399523,41
1255399523,66
1255399531,66
1255399960,41
1255400248,40
1255400313,8
1255401139,40
1255402012,4
1255402012,68
1255402012,78
1255402137,40
1255402152,1
1255402160,41
1255402210,8
1255402228,1
1255402228,34
1255402285,36
1255402608,36
1255402640,1
1255403069,40
1255403077,8
1255403085,41
1255403093,41
1255403374,30
1255403531,20
1255403531,66
1255403556,10
1255403556,41
1255403622,16
1255403879,40
1255403903,41
1255404224,7
1255404224,41
1255404745,36
1255404828,40
1255405155,40
1255405429,16
1255405502,8
1255405635,1
1255405783,7
1255405825,8
