npi,specialty_code
1023048188,2
1023049483,2
1023053899,41
1023067055,20
1023069382,66
1023073152,16
1023083185,1
1023084720,41
1023084720,68
1023084720,78
1023090784,33
1023095320,66
1023100310,85
1023103793,10
1023103793,20
1023103793,66
1023104429,1
1023104429,40
1023105558,1
1023105558,13
1023106671,16
1023108867,25
1023109766,13
1023109766,78
1023111598,20
1023116415,5
1023117413,6
1023119294,1
1023119294,2
1023119708,4
1023122587,41
1023124013,2
1023130242,6
1023130242,41
1023145463,30
1023151040,1
1023156296,41
1023157724,8
1023158128,30
1023165750,13
1023166808,66
1023176229,40
1023179546,1
1023192663,2
1023197258,41
1023198181,13
1023205010,8
1023205010,26
1023205010,32
1023205556,41
1023208493,6
1023214475,20
1023216173,8
1023216678,8
1023216777,2
1023216777,33
1023216918,34
1023227626,4
1023235926,1
1023245404,30
1023246741,30
1023260346,7
1023261575,2
1023264553,40
1023268547,41
1023270089,5
1023274420,40
1023276540,8
1023276748,16
1023277860,4
1023279346,7
1023284809,30
1023290582,30
1023292851,14
1023299831,30
1023300019,1
1023300811,5
1023306594,30
1023307501,40
1023308145,16
1023309424,30
1023309499,18
1023334547,8
1023335957,5
1023338696,5
1023340312,8
1023341120,2
1023341583,40
1023346459,41
1023350113,20
1023350352,41
1023351889,2
1023358611,40
1023360914,40
1023363223,18
1023371515,68
1023371515,78
1023372547,36
1023378437,2
1023384260,1
1023387420,13
1023395951,8
1023402310,34
1023417797,45
1023435153,40
1023435906,41
1023436490,4
1023453651,40
1023453966,5
1023456118,5
1023457173,1
1023457173,78
1023459302,5
1023462934,41
1023468253,66
1023487386,40
1023495314,41
1023549755,40
1033100045,6
1033104203,5
1033109145,5
1033122254,2
1033123203,1
1033125695,1
1033128699,5
1033129945,1
1033129945,2
1033134564,13
1033134861,26
1033134861,36
1033135488,1
1033138110,4
1033138110,84
1033144704,40
1033144829,22
1033145941,29
1033145941,41
1033146477,41
1033147160,41
1033147160,67
1033147202,20
1033147541,1
1033149703,77
1033153028,41
1033153028,77
1033156278,8
1033156278,34
1033162771,22
1033163902,8
1033164009,29
1033165899,22
1033168042,7
1033168190,40
1033168190,66
1033175484,18
1033184445,22
1033192356,16
1033193016,2
1033195813,41
1033208269,1
1033208608,8
1033211974,18
1033225271,18
1033228838,40
1033233671,1
1033254040,18
1033258736,20
1033266879,16
1033267869,2
1033268941,13
1033268941,79
1033271515,2
1033278031,41
1033278783,34
1033280011,36
1033280912,2
1033280920,68
1033280920,78
1033280953,24
1033280961,36
1033282637,20
1033285820,16
1033286869,5
1033288667,41
1033293683,40
1033295696,40
1033299250,45
1033303524,1
1033303524,2
1033305305,6
1033308531,30
1033312640,41
1033316013,41
1033323290,34
1033325816,13
1033327127,7
1033341672,68
1033343272,8
1033344817,24
1033345160,34
1033346531,89
1033350103,8
1033360771,40
1033360771,68
1033360771,78
1033361126,41
1033361282,2
1033370333,5
1033375910,10
1033379268,41
1033379268,77
1033386024,13
1033386537,13
1033387345,34
1033388517,45
1033391909,30
1033393582,1
1033394929,41
1033400676,13
1033403084,41
1033403084,83
1033407549,18
1033409420,24
1033411970,4
1033418249,67
1033421920,16
1033422951,30
1033434881,5
1033435490,68
1033435490,78
1033435953,41
1033436654,7
1033439674,9
1033439765,1
1033439898,40
1033439898,41
1033440912,7
1033452750,25
1033470190,16
1033470364,41
1033472931,13
1033476569,14
1033477146,40
1033477146,66
1033478474,20
1033478474,40
1033479795,41
1033484233,41
1033489794,29
1033491311,77
1033503040,41
1033503347,66
1033503404,41
1033504105,16
1033505169,36
1033505219,18
1033537493,41
1033537634,66
1033552799,34
1033553409,34
1033555164,41
1033555453,40
1033572466,41
1033592712,5
1033596093,41
1033597661,2
1033641741,41
1033652607,41
1043214661,3
1043214661,40
1043214661,43
1043224074,36
1043224884,8
1043224884,66
1043233281,66
1043233661,40
1043233760,68
1043233760,78
1043233869,13
1043235203,6
1043235203,41
1043238660,41
1043238660,67
1043238769,41
1043242795,2
1043244296,6
1043244296,41
1043244536,7
1043247661,40
1043249584,78
1043253255,30
1043257066,16
1043259971,5
1043269194,41
1043271620,6
1043281322,41
1043281926,41
1043283997,45
1043293509,1
1043294010,14
1043296866,10
1043296866,41
1043301740,18
1043302391,40
1043302391,67
1043305394,41
1043305394,83
1043305774,16
1043306129,1
1043311830,1
1043313992,8
1043316888,13
1043319965,5
1043325186,41
1043326366,66
1043327315,40
1043332653,1
1043332653,25
1043347248,14
1043347578,30
1043365794,10
1043365794,41
1043367683,16
1043368020,1
1043368020,16
1043379662,3
1043379787,41
1043381015,13
1043387863,6
1043387863,41
1043387905,36
1043387913,1
1043387996,1
1043387996,41
1043389323,2
1043390735,29
1043390735,41
1043394653,6
1043402332,40
1043403033,66
1043403215,41
1043404288,40
1043407430,2
1043407992,30
1043410681,5
1043412489,18
1043413438,14
1043423056,8
1043423056,41
1043423056,66
1043425036,41
1043439961,16
1043440548,13
1043442197,13
1043444854,1
1043445398,2
1043446982,25
1043448277,78
1043455363,41
1043462369,30
1043471741,5
1043480346,5
1043480965,30
1043487317,77
1043488000,41
1043497860,16
1043501943,5
1043509797,68
1043509797,78
1043511868,40
1043518251,6
1043518251,33
1043519309,40
1043519309,41
1043522154,41
1043522345,5
1043522600,5
1043522956,41
1043530660,5
1043530819,2
1043542087,8
1043552243,41
1043552243,68
1043553761,24
1043573140,30
1043575715,36
1043577224,41
1043577570,30
1043579303,4
1043581713,40
1043598741,41
1043604325,7
1043604465,30
1043605751,5
1043624588,18
1043627706,66
1043638125,41
1043638323,2
1043638711,41
1043643323,5
1043643851,30
1043653397,41
1043661531,66
1043673528,40
1043679285,5
1043695133,21
1043722374,30
1043741721,41
1043741986,2
1043742562,40
1043743461,41
1043746449,41
1043765977,13
1053314716,1
1053314716,20
1053321901,40
1053325530,5
1053330902,77
1053331173,1
1053331173,13
1053331538,18
1053331660,41
1053331660,77
1053335133,2
1053337998,10
1053338624,30
1053346940,41
1053347518,40
1053349670,41
1053349670,67
1053355099,5
1053357095,16
1053359232,6
1053361501,30
1053363499,1
1053369397,5
1053371690,16
1053372466,1
1053377077,40
1053377077,77
1053391243,41
1053394676,6
1053394676,33
1053395343,16
1053395343,40
1053404376,40
1053411637,2
1053418343,66
1053424325,40
1053426247,2
1053427823,6
1053428011,36
1053428276,41
1053432054,4
1053446310,34
1053456285,22
1053464099,36
1053465849,5
1053470625,1
1053475608,13
1053475608,79
1053476176,41
1053482000,2
1053482943,40
1053482968,41
1053488999,41
1053493106,1
1053497537,22
1053510834,40
1053510834,41
1053513473,24
1053516898,31
1053517243,40
1053518480,1
1053534925,45
1053536458,40
1053536458,67
1053548115,30
1053552604,5
1053553610,6
1053574582,36
1053579235,2
1053590315,41
1053593095,6
1053593095,41
1053607887,1
1053632430,40
1053632430,41
1053636241,14
1053638932,36
1053645887,1
1053645887,13
1053646216,41
1053687004,18
1053706135,40
1053716639,40
1053720565,20
1053722389,66
1053722934,41
1053725317,1
1053725317,10
1053729954,29
1053729954,41
1053733790,5
1053739029,41
1053739805,68
1053739961,41
1053739961,77
1053751800,68
1053754143,41
1053754614,13
1053754689,41
1053757781,41
1053790469,41
1053794016,34
1053815712,13
1053819508,41
1053842161,40
1053849760,5
1063400380,1
1063400745,1
1063400745,41
1063407815,5
1063407815,66
1063416493,16
1063421311,5
1063430338,79
1063432052,68
1063432607,34
1063435824,2
1063437192,14
1063437762,36
1063437879,13
1063437887,13
1063446920,5
1063448371,30
1063449403,2
1063449403,6
1063449403,29
1063453918,6
1063453918,33
1063456978,8
1063459204,41
1063463339,8
1063463339,66
1063465235,30
1063466027,40
1063470219,40
1063479020,5
1063482693,6
1063491918,8
1063496545,2
1063496545,40
1063501021,6
1063503050,24
1063505261,40
1063506970,68
1063508786,25
1063518397,20
1063518942,1
1063521052,40
1063523264,41
1063523264,45
1063528206,30
1063541654,29
1063541654,41
1063541761,41
1063543718,2
1063547644,16
1063547644,67
1063550234,6
1063552024,13
1063557940,16
1063560472,30
1063560936,8
1063561488,1
1063561488,16
1063561967,2
1063566479,1
1063566479,8
1063566842,36
1063571636,1
1063571693,41
1063574150,1
1063589950,30
1063594265,16
1063610251,14
1063611762,16
1063615102,1
1063617116,29
1063617116,41
1063622744,2
1063625424,1
1063626893,34
1063631158,40
1063633170,41
1063637494,2
1063642940,66
1063643732,40
1063649465,41
1063649705,40
1063656502,22
1063660264,8
1063670339,41
1063675718,40
1063675718,67
1063685873,2
1063688802,41
1063688851,40
1063694289,10
1063694289,41
1063695302,30
1063695799,40
1063701050,36
1063703742,68
1063703742,78
1063707578,2
1063708428,5
1063712594,16
1063733061,5
1063737195,5
1063738136,5
1063740074,8
1063745214,5
1063766160,25
1063767952,9
1063767952,15
1063770121,30
1063770907,40
1063772085,41
1063772663,5
1063778520,5
1063779163,1
1063779247,5
1063785988,41
1063808160,5
1063830651,1
1063830735,13
1063831857,10
1063832400,15
1063845428,1
1063850956,41
1063857274,40
1063857563,5
1063857597,34
1063858215,30
1063858967,40
1063862886,40
1063869196,40
1063892248,40
1063929537,40
1063943728,40
1063948537,41
1063955987,40
1063959153,66
1073018966,41
1073045001,2
1073508511,1
1073508511,22
1073509238,66
1073520920,25
1073522884,40
1073532883,34
1073534400,5
1073534525,34
1073537064,5
1073538112,14
1073539854,22
1073541991,66
1073542338,1
1073542668,30
1073542924,66
1073543146,2
1073543369,34
1073543815,1
1073546107,29
1073546107,41
1073546909,22
1073547626,16
1073547808,66
1073548897,40
1073553970,30
1073554101,35
1073554242,4
1073555009,30
1073557526,30
1073561684,66
1073562203,16
1073564407,30
1073565461,1
1073565560,18
1073568903,20
1073569307,5
1073579439,1
1073596557,30
1073597860,36
1073598074,13
1073598074,25
1073604716,8
1073610226,40
1073614079,41
1073614590,40
1073615118,1
1073630281,40
1073632345,36
1073634523,36
1073639316,40
1073644316,16
1073657557,13
1073657557,47
1073668711,8
1073668711,16
1073676854,30
1073680963,5
1073680971,6
1073684007,2
1073684031,36
1073684049,1
1073684049,2
1073695698,10
1073704300,5
1073704466,41
1073706545,22
1073706545,40
1073707212,84
1073707253,30
1073707881,2
1073707881,24
1073710083,41
1073710083,78
1073713657,14
1073716692,38
1073716692,41
1073717815,40
1073719290,5
1073729588,41
1073730081,18
1073733861,40
1073733861,84
1073737631,77
1073743233,25
1073743951,40
1073744546,41
1073747135,45
1073749826,41
1073755278,41
1073760435,5
1073762928,36
1073766895,6
1073767208,36
1073771572,40
1073773180,2
1073773180,46
1073773701,41
1073774311,1
1073776183,2
1073777041,41
1073778247,30
1073781092,5
1073784682,4
1073785473,30
1073788360,40
1073797684,40
1073797684,41
1073800280,34
1073801130,14
1073804332,1
1073804332,40
1073804696,2
1073807152,36
1073807681,18
1073812756,36
1073819181,5
1073821914,5
1073825170,30
1073830881,5
1073831061,41
1073835351,16
1073836722,40
1073840377,24
1073855961,41
1073856837,41
1073868006,66
1073873634,40
1073875209,40
1073908935,41
1073911657,16
1073911657,78
1073922910,18
1073929287,36
1073930079,30
1073930079,78
1073932091,34
1073933545,18
1073950119,18
1073956488,40
1073959094,41
1073967188,13
1073969002,41
1073992608,5
1083000822,5
1083016836,18
1083023139,5
1083024145,13
1083025597,41
1083034193,16
1083051577,34
1083053821,16
1083054670,79
1083056089,2
1083058267,30
1083065825,8
1083073415,5
1083076012,40
1083077440,66
1083077697,41
1083078646,41
1083091748,9
1083091748,15
1083095681,41
1083118442,41
1083142376,41
1083142376,68
1083142376,78
1083258073,36
1083605042,5
1083607667,41
1083608004,1
1083610570,68
1083610570,78
1083610596,41
1083615298,41
1083615298,66
1083622294,16
1083626238,24
1083627004,1
1083630883,66
1083630883,77
1083631782,36
1083633457,16
1083635544,4
1083638365,5
1083639264,29
1083639264,41
1083639819,13
1083640536,1
1083645501,66
1083648380,41
1083648687,16
1083648687,67
1083650238,30
1083652481,18
1083654834,66
1083655963,66
1083661805,5
1083666721,16
1083667281,1
1083679997,41
1083681258,41
1083681258,83
1083682546,66
1083683619,68
1083683619,78
1083691182,29
1083695605,40
1083705743,13
1083713655,66
1083714448,2
1083717532,5
1083721351,3
1083721351,40
1083721849,36
1083727572,5
1083733695,41
1083754261,66
1083756001,6
1083756001,41
1083764963,1
1083771224,8
1083771224,38
1083781926,16
1083781975,41
1083782973,41
1083787907,1
1083787907,41
1083801450,41
1083801450,68
1083801450,78
1083804306,68
1083804306,78
1083804801,41
1083805592,5
1083809966,41
1083811467,30
1083812770,7
1083813687,40
1083814636,40
1083817704,2
1083817779,40
1083820716,85
1083825913,5
1083837058,30
1083837058,78
1083841332,41
1083849327,2
1083854293,16
1083854582,2
1083856231,25
1083856868,30
1083856975,16
1083857635,5
1083860449,40
1083860449,66
1083865836,41
1083870075,20
1083879670,66
1083880256,66
1083882419,20
1083886741,40
1083891543,30
1083891543,78
1083892137,40
1083894315,40
1083894638,41
1083898050,40
1083903173,1
1083925069,30
1083927115,30
1083927503,33
1083927552,40
1083927552,77
1083931521,16
1083932024,41
1083932529,36
1083934210,22
1083935332,2
1083957187,36
1083960413,26
1083961379,29
1083961379,41
1083973036,40
1083975361,30
1083978506,8
1083984827,41
1093005787,34
1093006116,29
1093006116,41
1093006595,41
1093009169,5
1093014284,40
1093014557,40
1093015992,5
1093027559,41
1093032567,66
1093033672,2
1093037582,41
1093056798,66
1093057564,41
1093058059,18
1093058323,18
1093058513,6
1093058513,41
1093061442,1
1093074106,41
1093074106,68
1093074106,78
1093074627,83
1093077802,40
1093077802,68
1093077802,78
1093087504,67
1093093718,2
1093094427,41
1093098600,18
1093100927,32
1093102022,13
1093126088,41
1093126088,45
1093127573,8
1093131484,7
1093133175,30
1093133829,40
1093133951,40
1093146003,66
1093150476,66
1093151268,41
1093155350,41
1093179889,41
1093198384,1
1093199457,85
1093219735,8
1093246852,41
1093705261,7
1093707788,16
1093718462,41
1093719858,18
1093725491,41
1093726788,14
1093729675,41
1093730426,66
1093730921,13
1093735623,30
1093739591,40
1093745150,2
1093746364,8
1093748535,36
1093748832,30
1093751216,5
1093755449,36
1093757387,5
1093767337,41
1093767337,45
1093767592,18
1093767782,3
1093767782,40
1093778094,18
1093786444,41
1093791667,66
1093799066,5
1093799926,36
1093803280,1
1093805103,30
1093807042,66
1093807539,40
1093808933,40
1093808941,30
1093820243,2
1093831471,40
1093863029,8
1093863805,1
1093868663,36
1093871873,30
1093876245,40
1093881054,6
1093886053,16
1093886079,34
1093886905,1
1093886905,36
1093886913,66
1093887333,10
1093890758,41
1093892747,5
1093897860,34
1093901449,66
1093902454,8
1093906075,13
1093906836,6
1093906836,41
1093915670,30
1093915670,78
1093923047,30
1093928160,41
1093930612,30
1093931727,41
1093934200,18
1093937708,1
1093937708,41
1093943508,79
1093944571,40
1093949687,18
1093957375,5
1093959330,20
1093967507,16
1093971459,29
1093971459,41
1093971459,66
1093977282,41
1093977696,66
1093978199,68
1093978199,78
1093978785,7
1093981276,13
1093985756,34
1093989204,30
1093994923,66
1093995516,29
1093995870,30
1093995870,78
1104004365,16
1104004365,40
1104006832,14
1104019348,40
1104022045,18
1104036326,18
1104037191,6
1104037662,13
1104039197,41
1104039197,68
1104039197,78
1104053164,5
1104053164,40
1104053743,7
1104056845,6
1104057231,18
1104060375,5
1104065440,6
1104065440,41
1104067248,5
1104068519,5
1104079292,5
1104081611,41
1104082718,41
1104084698,8
1104084698,24
1104095256,41
1104112325,1
1104112945,13
1104115450,8
1104115450,40
1104116318,18
1104118561,41
1104118561,77
1104138775,41
1104141217,16
1104144120,16
1104144120,78
1104144690,40
1104144690,79
1104146026,30
1104147172,20
1104148014,34
1104150515,8
1104152628,66
1104169093,41
1104169119,30
1104169796,41
1104183896,41
1104185081,16
1104189067,66
1104189315,41
1104190693,38
1104192194,18
1104203405,41
1104206309,34
1104208636,13
1104221704,40
1104222660,40
1104236298,66
1104243666,77
1104249283,40
1104260298,40
1104261106,1
1104264316,66
1104269729,42
1104282789,40
1104289651,5
1104296870,5
1104352608,66
1104801414,40
1104801414,66
1104809193,41
1104810050,6
1104810076,6
1104822600,41
1104822600,68
1104823723,40
1104824697,5
1104831536,10
1104831536,41
1104833581,22
1104834142,22
1104836279,36
1104837657,18
1104841535,5
1104846955,8
1104850403,41
1104850882,30
1104850932,41
1104850932,68
1104850932,78
1104851385,34
1104856186,41
1104862556,14
1104863661,20
1104864735,30
1104864941,5
1104868710,5
1104873249,6
1104873249,41
1104873413,66
1104890029,41
1104895671,1
1104899608,40
1104899608,66
1104905850,40
1104908094,40
1104908094,66
1104911395,40
1104912336,1
1104914944,6
1104914944,41
1104917731,41
1104921303,41
1104921303,77
1104921832,13
1104925015,41
1104927607,40
1104927607,67
1104928209,13
1104934199,33
1104936517,8
1104936756,40
1104939248,1
1104939248,4
1104943000,22
1104944727,66
1104952084,1
1104953074,41
1104955590,40
1104960517,13
1104965193,41
1104968767,13
1104974039,8
1104983873,41
1104984442,20
1104985712,16
1104985787,1
1104985845,2
1104985860,13
1104986629,22
1104989649,1
1104989649,7
1104991090,29
1104991090,41
1104991561,8
1104993047,41
1104993070,66
1104997683,8
1104997683,41
1104998459,30
1114005824,1
1114007747,34
1114011988,40
1114011988,66
1114013737,40
1114015930,40
1114018694,40
1114018694,68
1114018694,78
1114026846,66
1114028404,41
1114030707,41
1114037181,41
1114064987,1
1114066818,41
1114067469,6
1114069713,5
1114069713,66
1114075090,41
1114075157,66
1114075173,8
1114086717,68
1114086865,42
1114086873,40
1114094000,68
1114094000,78
1114094042,30
1114094042,78
1114094133,5
1114094133,66
1114095726,8
1114098019,2
1114098092,4
1114103124,41
1114105129,4
1114116647,40
1114118452,40
1114123171,22
1114125226,18
1114125283,22
1114125846,1
1114125994,6
1114128519,18
1114129954,41
1114150810,5
1114152808,5
1114154291,1
1114154861,36
1114157518,8
1114160405,3
1114160991,5
1114169760,34
1114172442,4
1114173580,5
1114173648,40
1114176237,40
1114180965,4
1114180965,41
1114183472,20
1114183829,30
1114184298,30
1114190113,40
1114191186,29
1114191186,41
1114191194,4
1114192929,8
1114194057,41
1114194057,68
1114194057,78
1114196003,24
1114196508,40
1114196508,41
1114204666,2
1114211141,66
1114217494,5
1114218070,41
1114218278,18
1114218401,22
1114231198,41
1114231354,1
1114243136,41
1114244894,30
1114246329,30
1114248358,41
1114260510,20
1114260668,18
1114260791,5
1114260833,41
1114260858,66
1114260973,40
1114275930,1
1114280211,41
1114284163,5
1114284171,40
1114285491,40
1114285699,18
1114286408,45
1114288503,41
1114288867,41
1114293990,41
1114296704,36
1114301637,13
1114307477,25
1114330370,2
1114344041,40
1114344173,41
1114345683,41
1114361581,66
1114366796,18
1114367042,24
1114368990,2
1114376597,41
1114381209,41
1114389749,5
1114412509,85
1114422722,41
1114422722,77
1114450004,40
1114458726,41
1114900255,66
1114900693,30
1114906013,4
1114910163,7
1114923570,41
1114923570,66
1114924990,5
1114926730,1
1114926730,18
1114928686,41
1114933637,41
1114936390,5
1114938149,14
1114940731,13
1114941382,36
1114943933,41
1114943933,67
1114945474,13
1114945680,10
1114945680,40
1114946696,41
1114946696,68
1114946696,78
1114946860,14
1114947892,77
1114952264,41
1114952470,41
1114953601,30
1114953890,29
1114953890,41
1114954278,5
1114955135,68
1114955135,78
1114955705,40
1114955788,4
1114956745,30
1114957966,13
1114959822,24
1114963246,1
1114963543,66
1114964228,40
1114966025,5
1114968328,30
1114972072,5
1114977071,22
1114977071,68
1114977071,78
1114978871,14
1114981990,2
1114984168,66
1114987997,29
1114987997,66
1114992815,4
1114994431,20
1114997350,40
1124002100,2
1124002688,1
1124002688,8
1124002845,34
1124015011,22
1124015011,41
1124015011,83
1124015987,6
1124015987,41
1124016837,1
1124016837,66
1124018551,30
1124025275,16
1124025598,15
1124026554,7
1124030341,1
1124034467,8
1124035266,40
1124035266,68
1124035266,78
1124040209,18
1124041942,18
1124041983,8
1124043658,13
1124044334,13
1124045901,13
1124047055,66
1124047063,77
1124047600,29
1124050844,40
1124052428,18
1124053913,22
1124053921,41
1124053921,67
1124056197,2
1124058219,34
1124060892,40
1124063060,40
1124063193,5
1124070578,8
1124073374,1
1124077730,5
1124089750,41
1124090576,6
1124097183,41
1124106224,2
1124107149,40
1124122684,5
1124123047,40
1124123310,5
1124125943,66
1124129788,30
1124131321,20
1124134432,30
1124135066,13
1124155643,30
1124167820,18
1124173570,16
1124186002,1
1124186002,8
1124187729,30
1124187869,8
1124195011,40
1124195052,8
1124198312,41
1124198312,77
1124199005,8
1124199104,41
1124199195,78
1124199427,10
1124199427,41
1124200407,6
1124200407,41
1124200506,18
1124203583,16
1124210018,2
1124213475,8
1124219456,5
1124223433,18
1124223565,5
1124264635,41
1124264635,45
1124268842,41
1124278320,17
1124280920,34
1124281605,7
1124284716,6
1124284716,41
1124285424,1
1124285424,8
1124287354,41
1124289202,36
1124292701,66
1124296710,26
1124297957,40
1124298575,18
1124311238,30
1124313820,10
1124313820,41
1124314919,2
1124315916,20
1124324488,41
1124331723,34
1124341086,34
1124347315,30
1124356829,8
1124375233,40
1124386032,21
1124386032,22
1124386776,41
1124386776,67
1124394614,66
1124412085,13
1124414297,30
1124437934,40
1124443122,33
1124446786,41
1124447115,5
1124461736,41
1124473475,16
1124474259,30
1124481809,3
1124481841,41
1124482716,41
1124510045,2
1134102882,25
1134110091,7
1134119894,41
1134119894,77
1134130230,40
1134130677,18
1134131196,34
1134133879,36
1134137441,18
1134144066,13
1134144454,1
1134144454,4
1134144454,66
1134145014,41
1134148034,30
1134148174,5
1134148232,20
1134149099,41
1134153653,41
1134153745,41
1134153745,68
1134153745,78
1134154735,41
1134156425,40
1134156425,77
1134156896,8
1134157308,1
1134157308,28
1134158215,41
1134159775,41
1134163637,8
1134164189,66
1134168040,40
1134169139,30
1134178437,16
1134181647,40
1134185887,77
1134190457,13
1134200272,36
1134205065,1
1134205099,10
1134205099,41
1134206436,1
1134210453,40
1134210453,66
1134213150,40
1134216559,18
1134218555,1
1134218555,22
1134220718,36
1134228828,6
1134228828,41
1134232051,10
1134232598,40
1134235484,36
1134236516,2
1134236516,28
1134237761,1
1134237761,2
1134248545,41
1134257058,20
1134268832,29
1134275167,2
1134276272,41
1134277171,30
1134277197,10
1134277924,22
1134277957,41
1134277965,8
1134279995,18
1134290026,41
1134290034,41
1134296080,6
1134302409,41
1134306236,32
1134306236,78
1134306830,40
1134307713,40
1134312812,8
1134313372,5
1134318439,17
1134320716,8
1134320716,34
1134329378,41
1134329378,68
1134329378,78
1134333768,30
1134334527,40
1134334600,40
1134358641,66
1134363336,41
1134370422,34
1134371412,8
1134380298,41
1134381874,66
1134384134,22
1134385800,2
1134386956,29
1134386956,41
1134386956,66
1134387111,10
1134387269,40
1134387269,66
1134387798,13
1134390651,7
1134391287,36
1134392020,2
1134393275,30
1134396419,16
1134396591,6
1134396591,41
1134407448,41
1134418023,5
1134427495,40
1134447733,25
1134458235,41
1134462039,41
1134467392,41
1134474141,2
1134474711,30
1134477565,20
1134485741,9
1134485741,15
1134496284,41
1134499759,16
1134503337,41
1134503337,45
1134514680,40
1134514847,41
1134514995,41
1134518087,18
1134532039,13
1134532203,5
1134539711,41
1134539927,30
1134645732,21
1144205881,30
1144205881,78
1144208182,7
1144222977,18
1144223926,68
1144223926,78
1144228909,41
1144230996,41
1144231010,42
1144233370,40
1144236597,36
1144240334,41
1144240748,6
1144240748,41
1144241779,1
1144242611,18
1144254590,41
1144255514,2
1144255514,6
1144255514,33
1144255878,41
1144258054,41
1144265463,16
1144265752,68
1144270794,30
1144274911,8
1144278938,8
1144278938,66
1144286824,5
1144291584,11
1144291584,41
1144291584,45
1144292897,41
1144294059,1
1144302829,13
1144302829,36
1144304353,1
1144315797,18
1144316217,8
